"gene"	"gene_cor"	"DIS3L2_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"FAM149B1"	-0.08892822267597	1.94151246216071	"DIS3L2"	"chr10"	73190538	10
"DUSP28"	0.0888897166046729	1.94015238369643	"DIS3L2"	"chr2"	240560734.333333	2
"CDR2L"	0.0888656481752444	1.93930250600888	"DIS3L2"	"chr17"	74998577.75	17
"GPR161"	0.088857443269313	1.93901282685365	"DIS3L2"	"chr1"	168096991.5	1
"C9"	-0.0888565510580384	1.93898132812594	"DIS3L2"	"chr5"	39335227.75	5
"SH3KBP1"	-0.0898310861167674	1.93591074214	"DIS3L2"	"chrX"	19588702.75	24
"MOK"	-0.0887438161489758	1.93500342063914	"DIS3L2"	"chr14"	102255112	14
"MICALCL"	0.0887434907531055	1.93499194490998	"DIS3L2"	"chr11"	12293817.5	11
"TUBB8"	-0.0887385415531447	1.93481740585726	"DIS3L2"	"chr10"	48377.75	10
"CYTH2"	-0.0887337925187868	1.93464993341157	"DIS3L2"	"chr19"	48472743.75	19
"TSKS"	-0.0887258012772251	1.93436814274146	"DIS3L2"	"chr19"	49758871.5	19
"SDHD"	-0.0887069392132419	1.9337031033172	"DIS3L2"	"chr11"	112087638	11
"SP5"	0.0886769190917607	1.9326448929898	"DIS3L2"	"chr2"	170716245.25	2
"ITGA6"	0.0886748520755472	1.93257204145889	"DIS3L2"	"chr2"	172468636.25	2
"LGALS9"	0.0886716609990112	1.93245957541762	"DIS3L2"	"chr17"	27640053.25	17
"RSPH4A"	0.0886667561424295	1.93228671555553	"DIS3L2"	"chr6"	116616885.25	6
"AURKA"	0.0886615688701962	1.93210391120732	"DIS3L2"	"chr20"	56385508.75	20
"ARHGEF18"	0.0885963890249268	1.92980766332031	"DIS3L2"	"chr19"	7448462	19
"APP"	-0.0885632666529057	1.92864131468186	"DIS3L2"	"chr21"	26061382.5	21
"STIL"	-0.0885602692448954	1.92853578372656	"DIS3L2"	"chr1"	47284696.25	1
"TAS2R14"	0.0885528035727776	1.92827294958123	"DIS3L2"	"chr12"	10939016	12
"THAP2"	0.0885481667717897	1.92810971698711	"DIS3L2"	"chr12"	71672493.5	12
"ANXA5"	0.0885402061429584	1.92782948974385	"DIS3L2"	"chr4"	121685596.5	4
"PDILT"	-0.0885253105469753	1.9273051959816	"DIS3L2"	"chr16"	20389811	16
"MGRN1"	0.0885130704073222	1.92687442309934	"DIS3L2"	"chr16"	4651840.75	16
"DDX24"	-0.0884977424005941	1.92633504667109	"DIS3L2"	"chr14"	94075099.5	14
"ZCCHC2"	0.0884925933681365	1.92615387489922	"DIS3L2"	"chr18"	62523870.75	18
"MAP1LC3B2"	0.0884890849618978	1.92603043451022	"DIS3L2"	"chr12"	116575993	12
"PHF7"	-0.0891100912716438	1.92453109223497	"DIS3L2"	"chr3"	52417198.75	3
"ORC1"	-0.0884298257988713	1.92394605851918	"DIS3L2"	"chr1"	52395869.25	1
"NAXE"	0.0884159432040192	1.9234579197145	"DIS3L2"	"chr1"	156592175	1
"SDR16C5"	-0.088375273219888	1.92202824782784	"DIS3L2"	"chr8"	56316165.25	8
"MRPS18B"	-0.0883632519077702	1.92160576634448	"DIS3L2"	"chr6"	30618330.75	6
"NAT14"	0.0883628028085467	1.9215899839503	"DIS3L2"	"chr19"	55486510	19
"TSPAN17"	0.0883521002199869	1.92121388956146	"DIS3L2"	"chr5"	176652040.25	5
"THSD1"	-0.088339594295355	1.92077447253472	"DIS3L2"	"chr13"	52388138.25	13
"PRKG2"	0.0883195714653442	1.92007104279829	"DIS3L2"	"chr4"	81183793	4
"WDR76"	0.0883075128375619	1.91964746982733	"DIS3L2"	"chr15"	43835968.75	15
"MYL6B"	0.0883068627766007	1.91962463705123	"DIS3L2"	"chr12"	56154511.75	12
"RTN4RL1"	0.0882677873636248	1.91825240419404	"DIS3L2"	"chr17"	1937622.2	17
"IDUA"	-0.0882516509976822	1.91768588032117	"DIS3L2"	"chr4"	991119	4
"C3orf30"	-0.0882409796001146	1.91731127019698	"DIS3L2"	"chr3"	119146593	3
"NAA20"	0.0882373235805999	1.91718293738564	"DIS3L2"	"chr20"	20023654.75	20
"SLITRK1"	-0.0882320968707039	1.91699947813551	"DIS3L2"	"chr13"	83880857.5	13
"MARCKS"	0.0882313375562418	1.91697282668995	"DIS3L2"	"chr6"	113858876	6
"ARPC2"	0.0882118847574278	1.91629011039696	"DIS3L2"	"chr2"	218233050.25	2
"CHMP2B"	0.0882084660627716	1.91617014053189	"DIS3L2"	"chr3"	87246819.5	3
"LCNL1"	-0.0881815606484308	1.91522610111133	"DIS3L2"	"chr9"	136984427.5	9
"MANBAL"	0.0881738795798835	1.91495663631684	"DIS3L2"	"chr20"	37301318.25	20
"KLHL10"	0.0881647114637917	1.91463502867067	"DIS3L2"	"chr17"	41839966.25	17
"OR4E2"	-0.0881575645285924	1.91438434095353	"DIS3L2"	"chr14"	21665315	14
"ADGRL4"	-0.0881515007201125	1.91417165837167	"DIS3L2"	"chr1"	78990826.25	1
"UBC"	0.088080122991145	1.91166905363724	"DIS3L2"	"chr12"	124912884.25	12
"FNDC11"	0.088066353520308	1.91118646820699	"DIS3L2"	"chr20"	63555992.75	20
"SLC8A2"	-0.0880654252764096	1.9111539378175	"DIS3L2"	"chr19"	47461564.75	19
"MRPL20"	-0.0880625506959826	1.91105319968055	"DIS3L2"	"chr1"	1407127.75	1
"RASAL1"	0.0880526391836959	1.91070587675333	"DIS3L2"	"chr12"	113120288.25	12
"HMSD"	0.0880481854032373	1.91054981617591	"DIS3L2"	"chr18"	63953982.25	18
"TNKS2"	0.0886941053014628	1.91003701330727	"DIS3L2"	"chr10"	91815759.75	10
"FAM104B"	-0.0890586751658649	1.90907843604454	"DIS3L2"	"chrX"	55160178.25	24
"HMMR"	0.0880052208486318	1.90904467038113	"DIS3L2"	"chr5"	163471426.5	5
"BANF2"	-0.0879947635182619	1.90867841776051	"DIS3L2"	"chr20"	17725066	20
"TPRX1"	-0.0879912018676938	1.90855368435316	"DIS3L2"	"chr19"	47802824	19
"NSUN2"	-0.0879690484962188	1.90777793906657	"DIS3L2"	"chr5"	6615141.5	5
"CSF2"	0.0879598706438196	1.90745660496065	"DIS3L2"	"chr5"	132073988.666667	5
"ENPP4"	0.0879529378936369	1.90721389443032	"DIS3L2"	"chr6"	46139969.5	6
"POC1B"	0.0879488504579201	1.90707080365255	"DIS3L2"	"chr12"	89500926.625	12
"CUL4B"	0.089622717690031	1.90691944721591	"DIS3L2"	"chrX"	120555981.5	24
"WDR82"	0.0885874993757365	1.9063315565401	"DIS3L2"	"chr3"	52273845	3
"RNF217"	0.0879244123126059	1.90621540005939	"DIS3L2"	"chr6"	125054861	6
"MYBPC3"	0.0879017960994282	1.90542394324189	"DIS3L2"	"chr11"	47348576.5	11
"ORMDL2"	0.0878779424304208	1.90458936280239	"DIS3L2"	"chr12"	55819202.75	12
"VDAC3"	0.0878671132910204	1.90421053961924	"DIS3L2"	"chr8"	42399767.25	8
"SLC5A9"	-0.0878493163300755	1.9035880525525	"DIS3L2"	"chr1"	48229300.25	1
"CRYBB2"	-0.0878366087106938	1.90314363956391	"DIS3L2"	"chr22"	25224830.25	22
"POMP"	0.0878283051223504	1.90285327361355	"DIS3L2"	"chr13"	28662466.25	13
"OR52N1"	0.087770216269059	1.90082261070998	"DIS3L2"	"chr11"	5788612.5	11
"RAB1A"	0.0877657351281192	1.90066600538654	"DIS3L2"	"chr2"	65109361	2
"NEUROG1"	-0.0883617280859974	1.89849619009359	"DIS3L2"	"chr5"	135535507.75	5
"FAM216A"	0.0877030040163677	1.89847439007643	"DIS3L2"	"chr12"	110472999	12
"OGFRL1"	-0.0876761154645719	1.89753538792152	"DIS3L2"	"chr6"	71290935.75	6
"RPRD2"	-0.0876666322143736	1.89720427019015	"DIS3L2"	"chr1"	150442813	1
"ST8SIA6"	0.0876600624823203	1.8969748982724	"DIS3L2"	"chr10"	17414314.25	10
"GK"	-0.0887012273338817	1.89672583625549	"DIS3L2"	"chrX"	30679312.75	24
"NPFFR1"	0.08764856153089	1.89657339451644	"DIS3L2"	"chr10"	70260965.25	10
"FAM104A"	0.0876472578699319	1.89652788581288	"DIS3L2"	"chr17"	73232179	17
"ZNF69"	0.0876433150585472	1.89639025200148	"DIS3L2"	"chr19"	11891892.5	19
"PCNA"	-0.0883006418125669	1.89637902138587	"DIS3L2"	"chr20"	5119447.5	20
"PYM1"	0.0876269246119824	1.8958181564523	"DIS3L2"	"chr12"	55908747	12
"OR2B3"	0.0876119911279138	1.89529699148402	"DIS3L2"	"chr6"	29086964.5	6
"PIH1D3"	-0.0886417825002516	1.8946755139604	"DIS3L2"	"chrX"	107217802.25	24
"MPLKIP"	0.0875909664500763	1.89456337297915	"DIS3L2"	"chr7"	40134446	7
"FAM220A"	0.0875549728512818	1.89330777619576	"DIS3L2"	"chr7"	6330985.25	7
"MTERF1"	0.0882070952509425	1.89313915253116	"DIS3L2"	"chr7"	91874423.5	7
"RFPL3"	-0.087544453183693	1.89294088922516	"DIS3L2"	"chr22"	32358268.2	22
"DCDC2B"	-0.0875439551107779	1.89292351918689	"DIS3L2"	"chr1"	32210637	1
"RBMX"	-0.0885877879353627	1.89281415595496	"DIS3L2"	"chrX"	136877222.8	24
"PRG4"	0.0875342214302434	1.89258407833094	"DIS3L2"	"chr1"	186305462.75	1
"VWA8"	0.0875312490548509	1.89248042940117	"DIS3L2"	"chr13"	41935429.75	13
"MARCKSL1"	0.0875162168288521	1.89195628878555	"DIS3L2"	"chr1"	32335510.25	1
"PKIB"	0.0875150238813712	1.89191469649721	"DIS3L2"	"chr6"	122717847.25	6
"EIF2AK4"	0.0874821214050959	1.89076773017462	"DIS3L2"	"chr15"	39968108	15
"METAP2"	0.0874811412308162	1.89073356714336	"DIS3L2"	"chr12"	95485269	12
"CKAP5"	0.0874517224467475	1.88970834986886	"DIS3L2"	"chr11"	46805444.25	11
"NDUFB10"	-0.0874337946703744	1.88908372222673	"DIS3L2"	"chr16"	1960454.25	16
"MSL1"	0.0880827000180436	1.88883524463131	"DIS3L2"	"chr17"	40128626.75	17
"PLAGL1"	0.0874146853704532	1.88841804437034	"DIS3L2"	"chr6"	143942420.4	6
"HBP1"	0.0874139553743046	1.88839261711477	"DIS3L2"	"chr7"	107183712.75	7
"RAD17"	0.0874035717918928	1.888030954604	"DIS3L2"	"chr5"	69389755.25	5
"OR10AD1"	0.0874012596517742	1.8879504270397	"DIS3L2"	"chr12"	48203118.5	12
"ZSCAN5B"	0.0873969888693617	1.88780168817997	"DIS3L2"	"chr19"	56192212.5	19
"ZBTB12"	0.0873938284831695	1.88769162500987	"DIS3L2"	"chr6"	31900842.6666667	6
"CGNL1"	-0.0873852757471301	1.88739378498112	"DIS3L2"	"chr15"	57438944.5	15
"MRPS5"	-0.0873851825163898	1.88739053845043	"DIS3L2"	"chr2"	95113774.5	2
"ST7L"	0.0873358864137751	1.88567432097291	"DIS3L2"	"chr1"	112612420.75	1
"ZNF700"	0.0873181484820535	1.88505697860619	"DIS3L2"	"chr19"	11936989	19
"PHOX2A"	-0.0873117004373266	1.8848325894632	"DIS3L2"	"chr11"	72243218.5	11
"FOXL2NB"	-0.087309610413826	1.88475986047238	"DIS3L2"	"chr3"	138947948.75	3
"MBNL2"	0.0873077258426795	1.88469428207088	"DIS3L2"	"chr13"	97326436.5	13
"MPP5"	0.0872955532712688	1.88427073472973	"DIS3L2"	"chr14"	67288446.5	14
"ALKBH3"	-0.0879079582682928	1.8827978314079	"DIS3L2"	"chr11"	43887789.75	11
"LRRCC1"	-0.0872366298816532	1.88222116651801	"DIS3L2"	"chr8"	85108777.75	8
"IDI1"	-0.0872219617226924	1.88171113131009	"DIS3L2"	"chr10"	1047707.5	10
"UBAP2"	-0.0872017440190362	1.8810082448067	"DIS3L2"	"chr9"	33948931.25	9
"GLOD5"	-0.0888479135854336	1.88039556985855	"DIS3L2"	"chrX"	48764875.25	24
"SALL1"	-0.087838314681576	1.88039435111308	"DIS3L2"	"chr16"	51140668.5	16
"SH3GL2"	0.087183176622803	1.88036285032741	"DIS3L2"	"chr9"	17780935.25	9
"C1QC"	0.0871450571923273	1.87903818868732	"DIS3L2"	"chr1"	22647317.25	1
"CDK1"	-0.0871258149704731	1.87836969595926	"DIS3L2"	"chr10"	60786794.75	10
"CPVL"	0.0871192355811335	1.8781411495822	"DIS3L2"	"chr7"	29096437	7
"INHA"	0.0871147496462418	1.87798533104292	"DIS3L2"	"chr2"	219573648	2
"VASP"	-0.0870913523009317	1.87717273291908	"DIS3L2"	"chr19"	45518856	19
"TXNDC2"	0.0870868920604791	1.87701784747084	"DIS3L2"	"chr18"	9887185.2	18
"C1orf61"	-0.0870662844338682	1.87630231536153	"DIS3L2"	"chr1"	156410182	1
"NDUFS8"	-0.087044127109588	1.8755331298102	"DIS3L2"	"chr11"	68032872	11
"CYBC1"	0.0870305439620401	1.87506167376156	"DIS3L2"	"chr17"	82447108.75	17
"PTGIR"	0.0870058605564722	1.87420509423147	"DIS3L2"	"chr19"	46624020	19
"TBX21"	0.0869673535428582	1.87286919615507	"DIS3L2"	"chr17"	47733744.75	17
"THEGL"	0.0869653510636843	1.87279973872697	"DIS3L2"	"chr4"	56530937.25	4
"C1orf189"	0.0869438662317238	1.87205460427997	"DIS3L2"	"chr1"	154201789.5	1
"GPR150"	0.0869368787960115	1.87181229932298	"DIS3L2"	"chr5"	95620514.5	5
"PI3"	-0.0869124202313959	1.87096426945642	"DIS3L2"	"chr20"	45175440.25	20
"BCL2A1"	0.0868971522853699	1.87043499666996	"DIS3L2"	"chr15"	79971048.5	15
"RBM48"	0.0868905564728849	1.87020637229213	"DIS3L2"	"chr7"	92528870.5	7
"IL36A"	0.0868903803182712	1.87020026660693	"DIS3L2"	"chr2"	113006504.5	2
"SLC43A1"	0.0868771155701185	1.8697405270154	"DIS3L2"	"chr11"	57504318.5	11
"MARCH10"	0.0868410944531537	1.86849236989082	"DIS3L2"	"chr17"	62744432	17
"ACBD4"	0.0868355263724162	1.86829946975915	"DIS3L2"	"chr17"	45136792	17
"ZHX2"	0.0868126417407211	1.86750676272699	"DIS3L2"	"chr8"	122952167.5	8
"PYROXD1"	0.0868102791382157	1.86742493362591	"DIS3L2"	"chr12"	21446384.25	12
"CCNG1"	0.0868081906132784	1.86735259876071	"DIS3L2"	"chr5"	163439794.75	5
"RPL11"	-0.0867969059480088	1.86696178546989	"DIS3L2"	"chr1"	23692788	1
"CCDC84"	-0.0867827415971356	1.86647130102906	"DIS3L2"	"chr11"	119004925	11
"MGARP"	-0.0867548130185569	1.86550437949473	"DIS3L2"	"chr4"	139278920.5	4
"DMC1"	-0.086735289223542	1.86482859302421	"DIS3L2"	"chr22"	38559264.75	22
"TPH1"	0.0867326435684987	1.86473702726956	"DIS3L2"	"chr11"	18030286.75	11
"ATP6V1G1"	0.0867259817688086	1.86450647342246	"DIS3L2"	"chr9"	114591411	9
"MEI1"	-0.0867213340400862	1.86434563181078	"DIS3L2"	"chr22"	41723564.5	22
"ACTR3"	0.0866898235790233	1.86325535103292	"DIS3L2"	"chr2"	113931403	2
"ZBTB8A"	0.0866846325308513	1.86307576875106	"DIS3L2"	"chr1"	32593246.75	1
"SNAP29"	0.0866811366765865	1.86295483599452	"DIS3L2"	"chr22"	20859268.25	22
"KCNRG"	0.086672100029225	1.86264224799861	"DIS3L2"	"chr13"	50015644.25	13
"MED8"	-0.0872817174442057	1.86124162259256	"DIS3L2"	"chr1"	43386877.25	1
"RNF138"	0.086615573245741	1.86068752638668	"DIS3L2"	"chr18"	32092839.5	18
"SLC35B3"	0.0865921654966638	1.85987838114392	"DIS3L2"	"chr6"	8427645.25	6
"RBMS3"	0.0865832872712075	1.85957153065185	"DIS3L2"	"chr3"	29587235.75	3
"ABCC1"	0.0865709566876137	1.85914540192739	"DIS3L2"	"chr16"	16032917.75	16
"LENEP"	0.0865633624425582	1.85888297950634	"DIS3L2"	"chr1"	154993662.75	1
"EPAS1"	-0.0865410804240172	1.85811312331328	"DIS3L2"	"chr2"	46356366.5	2
"YES1"	0.0865189096839384	1.85734727261259	"DIS3L2"	"chr18"	748510	18
"METTL2B"	0.0865110900375233	1.85707719441068	"DIS3L2"	"chr7"	128478089.5	7
"LAMC1"	-0.0864637542524521	1.85544271720075	"DIS3L2"	"chr1"	183090734.75	1
"KDM5C"	-0.0881076164141627	1.85522950365998	"DIS3L2"	"chrX"	53205114.5	24
"NUDCD2"	0.086434193760265	1.85442238127429	"DIS3L2"	"chr5"	163459973.5	5
"MAPRE3"	-0.0864252532644761	1.85411383940141	"DIS3L2"	"chr2"	27023336.5	2
"FGF12"	0.0864010973392699	1.85328033430906	"DIS3L2"	"chr3"	192347967.75	3
"SAFB2"	0.0863902876138521	1.85290740418076	"DIS3L2"	"chr19"	5613816.25	19
"THAP12"	0.0863399378531734	1.85117086472001	"DIS3L2"	"chr11"	76357006.6666667	11
"DGKH"	-0.0863393570587235	1.85115083821711	"DIS3L2"	"chr13"	42176589.75	13
"NFKB1"	0.0863225801714006	1.85057239810702	"DIS3L2"	"chr4"	102584214.75	4
"KDM1A"	0.0869452322763552	1.84971135757052	"DIS3L2"	"chr1"	23019745.5	1
"FGFRL1"	-0.0862855405876454	1.84929565779722	"DIS3L2"	"chr4"	1023043	4
"TMEM268"	0.0862790132494251	1.84907070930555	"DIS3L2"	"chr9"	114626864.75	9
"NDUFA2"	-0.0862700128264141	1.84876055487712	"DIS3L2"	"chr5"	140647556	5
"DACT3"	0.0862613746588075	1.84846290860428	"DIS3L2"	"chr19"	46656077.5	19
"POU2F3"	-0.0862152669096654	1.84687458042881	"DIS3L2"	"chr11"	120303062.75	11
"MIS18A"	-0.0868588009562305	1.84675550809395	"DIS3L2"	"chr21"	32278783.5	21
"PCDHB2"	0.0862091915430806	1.84666534677157	"DIS3L2"	"chr5"	141095386	5
"NOP2"	0.086162068192902	1.84504284250138	"DIS3L2"	"chr12"	6564859.75	12
"MRPS18C"	-0.0861483984204969	1.84457231396829	"DIS3L2"	"chr4"	83456335.25	4
"ALOX5AP"	-0.0861456523818334	1.84447779965842	"DIS3L2"	"chr13"	30746615.6666667	13
"MLLT10"	-0.0867883637810517	1.8443484146106	"DIS3L2"	"chr10"	21534723.5	10
"RPL18"	0.0860901610055738	1.84256840092965	"DIS3L2"	"chr19"	48617058.25	19
"MTMR14"	0.0860365312301851	1.84072401164558	"DIS3L2"	"chr3"	9661789.5	3
"LAMP3"	0.0860344411435542	1.84065215015566	"DIS3L2"	"chr3"	183156284.5	3
"CCDC86"	-0.0860251576376828	1.84033298127938	"DIS3L2"	"chr11"	60842332.75	11
"TLCD1"	0.086022084893148	1.84022734586573	"DIS3L2"	"chr17"	28725321.5	17
"CNIH3"	0.0860112427085307	1.83985463570312	"DIS3L2"	"chr1"	224690756	1
"FLAD1"	-0.0860002384701468	1.83947639396566	"DIS3L2"	"chr1"	154988291.75	1
"PHLDB1"	-0.085989588479312	1.83911036613395	"DIS3L2"	"chr11"	118618695.75	11
"RAB39B"	-0.0870038634322518	1.83862526913457	"DIS3L2"	"chrX"	155264137.75	24
"AKR1C3"	-0.0859744400136452	1.83858979461959	"DIS3L2"	"chr10"	5098271.5	10
"CREB3L3"	0.0859556267465364	1.83794338764283	"DIS3L2"	"chr19"	4157241.25	19
"MRPL15"	-0.0859358206489118	1.8372629925277	"DIS3L2"	"chr8"	54136246.5	8
"TIAM2"	0.0858973951764954	1.83594333411873	"DIS3L2"	"chr6"	155243322.75	6
"ZNF764"	0.0858882472357221	1.83562923433603	"DIS3L2"	"chr16"	30557420	16
"ZSCAN18"	-0.0858808393668237	1.83537490089725	"DIS3L2"	"chr19"	58087325.5	19
"CYP2C18"	0.0858735119972931	1.83512334882267	"DIS3L2"	"chr10"	94687767.75	10
"HAMP"	-0.0858576166944406	1.83457771566349	"DIS3L2"	"chr19"	35282632	19
"CTDNEP1"	0.0858569457801783	1.8345546872071	"DIS3L2"	"chr17"	7249127	17
"TSPYL2"	-0.0874864587538873	1.8342464550144	"DIS3L2"	"chrX"	53083804.25	24
"ANKRA2"	0.0858427349770521	1.83406695015172	"DIS3L2"	"chr5"	73562210	5
"PPM1A"	0.0858055975082738	1.83279264459907	"DIS3L2"	"chr14"	60282859.75	14
"NR2C2AP"	0.0857774046602704	1.83182555765926	"DIS3L2"	"chr19"	19202740.5	19
"NBPF10"	0.0857747322899634	1.83173390194378	"DIS3L2"	"chr1"	146137451.111111	1
"KDELR2"	0.0857713506836681	1.83161792451625	"DIS3L2"	"chr7"	6481588.25	7
"B3GNT7"	0.0857702940597469	1.83158168672549	"DIS3L2"	"chr2"	231398093	2
"SLC12A5"	0.0857673448583844	1.83148054335123	"DIS3L2"	"chr20"	46039986.75	20
"PNMA8A"	-0.0857461723721962	1.83075451243215	"DIS3L2"	"chr19"	46470775.75	19
"ADAT2"	0.0857355398173425	1.83038996396173	"DIS3L2"	"chr6"	143435094.5	6
"VPS45"	0.0857255531126953	1.83004759269042	"DIS3L2"	"chr1"	150075401.75	1
"CD83"	0.0857060584068728	1.82937935499944	"DIS3L2"	"chr6"	14124711.75	6
"ANKK1"	-0.0856797657267419	1.82847829304068	"DIS3L2"	"chr11"	113394272.75	11
"CDC42BPB"	-0.0856789168785772	1.82844920638466	"DIS3L2"	"chr14"	103011468.25	14
"TMPRSS11E"	0.0856667313588724	1.82803168287509	"DIS3L2"	"chr4"	68470316.75	4
"LYPD1"	0.0856225958703799	1.82651983339574	"DIS3L2"	"chr2"	132657318.5	2
"SPN"	0.0856144398199393	1.82624051949285	"DIS3L2"	"chr16"	29664056	16
"ELK1"	-0.0866313002981924	1.8259953452066	"DIS3L2"	"chrX"	47641354.25	24
"RELB"	0.0855901279131341	1.82540805709499	"DIS3L2"	"chr19"	45015587.5	19
"MGLL"	0.0855783273120839	1.82500406287799	"DIS3L2"	"chr3"	127762161.75	3
"IQCF1"	0.0855617909266636	1.82443801511949	"DIS3L2"	"chr3"	51899542.75	3
"HMHB1"	0.0855575121413492	1.82429156491355	"DIS3L2"	"chr5"	143817751.666667	5
"GPT"	0.0861972581820558	1.82421098432297	"DIS3L2"	"chr8"	144504979	8
"CPED1"	-0.0855320868914407	1.82342145652805	"DIS3L2"	"chr7"	121023774	7
"BIRC7"	-0.0855260212429109	1.82321390769323	"DIS3L2"	"chr20"	63236866.6666667	20
"BPGM"	0.0855230021956676	1.82311060915048	"DIS3L2"	"chr7"	134661698.25	7
"TSPOAP1"	0.0855091580779989	1.82263696222658	"DIS3L2"	"chr17"	58321431.75	17
"PSORS1C1"	0.0855083715282725	1.82261005398065	"DIS3L2"	"chr6"	31138953	6
"CASKIN2"	0.0855070418229422	1.82256456457734	"DIS3L2"	"chr17"	75505970	17
"GPR62"	0.0855069920540814	1.82256286198891	"DIS3L2"	"chr3"	51955970.5	3
"PCP2"	0.0854825807097976	1.82172784921208	"DIS3L2"	"chr19"	7632786.75	19
"KIAA0319"	-0.0854808851085564	1.8216698567978	"DIS3L2"	"chr6"	24594341.5	6
"VDAC1"	0.0854698300828049	1.82129177926933	"DIS3L2"	"chr5"	133992477.25	5
"ZNF287"	0.0854550972022785	1.82078798240051	"DIS3L2"	"chr17"	16560157.5	17
"SLC17A9"	-0.0854527134154879	1.820706474479	"DIS3L2"	"chr20"	62955917.5	20
"SLC4A9"	0.0854485573172337	1.82056437100521	"DIS3L2"	"chr5"	140362640.25	5
"WDR45B"	0.085432541999017	1.8200168349102	"DIS3L2"	"chr17"	82637321.5	17
"PRPH2"	-0.0854058201334454	1.81910344631889	"DIS3L2"	"chr6"	42721997	6
"MGP"	0.0853598995195658	1.8175343621285	"DIS3L2"	"chr12"	14883700	12
"ABHD13"	0.0853573726039981	1.81744803862378	"DIS3L2"	"chr13"	108229424	13
"ETV5"	0.0853416202129497	1.81690995844133	"DIS3L2"	"chr3"	186086711.75	3
"LCE3D"	0.0853178961347428	1.81609972871594	"DIS3L2"	"chr1"	152579866.666667	1
"SUOX"	0.0853083689610871	1.81577440622333	"DIS3L2"	"chr12"	56004022.75	12
"NDUFA10"	-0.0853064544265379	1.81570903455983	"DIS3L2"	"chr2"	240022282.75	2
"CALML6"	0.0853007169223524	1.81551313497947	"DIS3L2"	"chr1"	1916090.5	1
"TMEM50A"	0.0852902285900553	1.81515505227665	"DIS3L2"	"chr1"	25343938	1
"GRIN1"	0.0852545736928202	1.81393802427494	"DIS3L2"	"chr9"	137152995.25	9
"OR52N4"	0.085247277303553	1.81368902364453	"DIS3L2"	"chr11"	5754967.25	11
"CCDC183"	0.0852470691803167	1.81368192136957	"DIS3L2"	"chr9"	136800079.25	9
"PLOD3"	0.0858310765770232	1.81179237893722	"DIS3L2"	"chr7"	101215420.75	7
"ZNF543"	0.0851912637091878	1.81177804961778	"DIS3L2"	"chr19"	57324785	19
"POLR1D"	0.0858289536498477	1.81172050782209	"DIS3L2"	"chr13"	27652762	13
"FRYL"	-0.0851793215588117	1.81137076021417	"DIS3L2"	"chr4"	48603391.75	4
"DTX3L"	-0.0858058017892488	1.81093680177053	"DIS3L2"	"chr3"	122566268	3
"RSPH3"	0.08514657005774	1.81025400192204	"DIS3L2"	"chr6"	158996338	6
"TRIM25"	0.0851377213996367	1.80995234090791	"DIS3L2"	"chr17"	56907116	17
"C19orf12"	0.0851238238225217	1.80947860781524	"DIS3L2"	"chr19"	29708353.6666667	19
"KLHL14"	-0.0851185008099546	1.80929717648486	"DIS3L2"	"chr18"	32770213.6666667	18
"DCSTAMP"	0.0851146455642072	1.80916577876279	"DIS3L2"	"chr8"	104348680.5	8
"TRUB1"	-0.085114507956493	1.80916108879054	"DIS3L2"	"chr10"	114952258.5	10
"DNER"	0.0851091045240912	1.80897693285118	"DIS3L2"	"chr2"	229620676.75	2
"ANTXR2"	-0.0850816521654582	1.80804146781078	"DIS3L2"	"chr4"	80049592.5	4
"PIGW"	0.0850720678543122	1.80771493109866	"DIS3L2"	"chr17"	36537392.75	17
"RCC2"	0.0850711931523376	1.80768513156059	"DIS3L2"	"chr1"	17432881.75	1
"PLEKHA4"	0.0850524646028619	1.80704714295968	"DIS3L2"	"chr19"	48862734.75	19
"TOR1B"	-0.0850337276706637	1.80640898297852	"DIS3L2"	"chr9"	129804750	9
"ZAR1"	0.0850307206920668	1.80630657912014	"DIS3L2"	"chr4"	48490482.25	4
"TNFRSF1B"	-0.0850187029249854	1.80589733862423	"DIS3L2"	"chr1"	12192582	1
"SPRR2G"	0.0850086977274203	1.80555666790626	"DIS3L2"	"chr1"	153150041	1
"GDPD2"	0.0860149521263816	1.80519803133808	"DIS3L2"	"chrX"	70426614	24
"ZNF774"	-0.0849603633200182	1.80391137015958	"DIS3L2"	"chr15"	90358580	15
"C8orf59"	0.0849580066610299	1.80383116918224	"DIS3L2"	"chr8"	85217455.5	8
"L3MBTL3"	-0.0855929955733988	1.80374121748154	"DIS3L2"	"chr6"	130062560	6
"ARVCF"	0.0849479319710427	1.80348833129592	"DIS3L2"	"chr22"	19983244.5	22
"ANXA2"	0.0849238797846508	1.8026699779763	"DIS3L2"	"chr15"	60377927.5	15
"C20orf27"	-0.0849126731016928	1.80228874524199	"DIS3L2"	"chr20"	3757846.25	20
"TIPRL"	0.0848771339715971	1.80108003321585	"DIS3L2"	"chr1"	168180329.5	1
"CETN2"	0.0858892537296421	1.8009714402026	"DIS3L2"	"chrX"	152829581	24
"C5AR2"	0.0848656783550692	1.80069050678277	"DIS3L2"	"chr19"	47340964	19
"GNA13"	0.0848617280254225	1.80055619323801	"DIS3L2"	"chr17"	65053587.25	17
"ZNF594"	0.0848438064210152	1.79994691181765	"DIS3L2"	"chr17"	5183858.5	17
