"gene"	"gene_cor"	"DICER1_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"EMILIN1"	"0.0857477342369314"	1.83080806573046	"DICER1"	"chr2"	27081356.5	2
"MTR"	"-0.08574434442497"	1.83069183669289	"DICER1"	"chr1"	236825931	1
"LMOD3"	"-0.0857441239088399"	1.8306842758198	"DICER1"	"chr3"	69121521.25	3
"PPP3CA"	"-0.0857420782111161"	1.83061413539806	"DICER1"	"chr4"	101211937.25	4
"DDX5"	"-0.0863767121194932"	1.83031265512857	"DICER1"	"chr17"	64504664.5	17
"SNX32"	"-0.0857278631165699"	1.83012678298881	"DICER1"	"chr11"	65850057.5	11
"BRF2"	"-0.0857215838897239"	1.82991152600305	"DICER1"	"chr8"	37847473.5	8
"UBR1"	"-0.0857056115772576"	1.82936404006709	"DICER1"	"chr15"	43079031	15
"WRB"	"0.0857052128120974"	1.82935037258241	"DICER1"	"chr21"	39390760.75	21
"CD72"	"0.0856857720088839"	1.82868411118513	"DICER1"	"chr9"	35617901.75	9
"OR5P2"	"0.0856839423845801"	1.82862141393835	"DICER1"	"chr11"	7796799	11
"ZMYND19"	"0.0856764604009986"	1.82836503397438	"DICER1"	"chr9"	137588608.666667	9
"GRB10"	"-0.0856728400977276"	1.82824098608792	"DICER1"	"chr7"	50634275.5	7
"HDAC9"	"0.0863076965967225"	1.82796481312545	"DICER1"	"chr7"	18598967.75	7
"TAS2R38"	"0.0856637306173604"	1.82792887316885	"DICER1"	"chr7"	141973428.5	7
"MRPS33"	"-0.08566353329272"	1.82792211264653	"DICER1"	"chr7"	141010582.75	7
"KAT8"	"-0.086304974020181"	1.82787222502259	"DICER1"	"chr16"	31122040.75	16
"SFSWAP"	"-0.0856376564652363"	1.82703565878436	"DICER1"	"chr12"	131723368	12
"TES"	"0.0856376238926836"	1.82703454309469	"DICER1"	"chr7"	116249749.5	7
"ZBED8"	"0.0855955801283633"	1.8255947292947	"DICER1"	"chr5"	160395122.25	5
"CHRM3"	"0.0855757995684279"	1.82491753133374	"DICER1"	"chr1"	239907579	1
"KATNA1"	"-0.0855609047276771"	1.82440768265152	"DICER1"	"chr6"	149631841	6
"PLEKHJ1"	"0.0855442798831825"	1.82383870145402	"DICER1"	"chr19"	2235986	19
"C3orf58"	"0.0854958635383809"	1.82218217667714	"DICER1"	"chr3"	143985667	3
"ZNF217"	"0.0861303975033433"	1.82194027543628	"DICER1"	"chr20"	53582116.75	20
"CHD3"	"0.0861209352659998"	1.8216190366978	"DICER1"	"chr17"	7897511.5	17
"MIP"	"-0.0854699297607545"	1.8212951880382	"DICER1"	"chr12"	56454201	12
"LCA5"	"-0.0854097098148534"	1.81923638630198	"DICER1"	"chr6"	79513676.75	6
"ACCSL"	"-0.0854040605750835"	1.81904331045136	"DICER1"	"chr11"	44049967	11
"CCR2"	"-0.0853940863485477"	1.81870244352611	"DICER1"	"chr3"	46357715.25	3
"LRRC32"	"-0.085384031593713"	1.81835885734151	"DICER1"	"chr11"	76661288.5	11
"MARK2"	"0.0853704391396131"	1.81789443493346	"DICER1"	"chr11"	63899990.5	11
"FGD2"	"0.0853143082599101"	1.81597721080418	"DICER1"	"chr6"	37012338.75	6
"MITD1"	"-0.0853067007182618"	1.81571744410861	"DICER1"	"chr2"	99180875.25	2
"SP7"	"-0.0853006468347486"	1.81551074199609	"DICER1"	"chr12"	53329221.75	12
"YBX1"	"0.0852869089333478"	1.81504172316189	"DICER1"	"chr1"	42696575	1
"DYNAP"	"0.0852796089652455"	1.8147925235852	"DICER1"	"chr18"	54594131.75	18
"OR6X1"	"0.0852626974186182"	1.81421527943386	"DICER1"	"chr11"	123754199.5	11
"CEP76"	"0.0852496822059798"	1.81377109276566	"DICER1"	"chr18"	12694065.25	18
"FZD10"	"0.0852144793932551"	1.8125699579133	"DICER1"	"chr12"	130163388.75	12
"TXNL4B"	"-0.0851761073892553"	1.81126114825034	"DICER1"	"chr16"	72090280	16
"RNF126"	"-0.0851723860376298"	1.81113424419109	"DICER1"	"chr19"	657459.5	19
"FKBP10"	"0.0851705869489969"	1.81107289399884	"DICER1"	"chr17"	41816217.75	17
"EVC2"	"0.0851646632532077"	1.81087089923372	"DICER1"	"chr4"	5658846.75	4
"POLR3K"	"-0.0857860635961848"	1.81026878638385	"DICER1"	"chr16"	53548.3333333333	16
"GOLGA7"	"-0.0851328520445403"	1.80978634981341	"DICER1"	"chr8"	41492595	8
"GPR162"	"-0.0851265260085508"	1.80957071355003	"DICER1"	"chr12"	6826057.25	12
"IL4I1"	"0.0851213519357873"	1.80939435405937	"DICER1"	"chr19"	49893524.25	19
"C2orf68"	"-0.0850799465851766"	1.80798335664162	"DICER1"	"chr2"	85611850.25	2
"SMR3B"	"-0.0850673752498259"	1.80755506533739	"DICER1"	"chr4"	70389694.25	4
"NT5C1A"	"-0.0850585104089467"	1.80725308105403	"DICER1"	"chr1"	39667587.25	1
"SULT1E1"	"-0.0850366580310479"	1.80650878040279	"DICER1"	"chr4"	69852477.5	4
"CEP170"	"0.0850080888262018"	1.8055359362518	"DICER1"	"chr1"	243188916.25	1
"TAS1R1"	"-0.0849893109423207"	1.80489665267312	"DICER1"	"chr1"	6569929.25	1
"TMC7"	"0.0849890921391813"	1.80488920430666	"DICER1"	"chr16"	19037439.25	16
"MS4A2"	"-0.0849791206974093"	1.80454977893561	"DICER1"	"chr11"	60089695.25	11
"SST"	"0.084958192873883"	1.80383750624585	"DICER1"	"chr3"	187670180.25	3
"MRPS31"	"-0.0849534694409941"	1.80367676521635	"DICER1"	"chr13"	40768017.25	13
"C9orf66"	"-0.0849461420955548"	1.803427425964	"DICER1"	"chr9"	215218.25	9
"HS2ST1"	"0.0849285858251264"	1.80283008183118	"DICER1"	"chr1"	86994053.25	1
"MBNL3"	"-0.0859422373495879"	1.80275239499469	"DICER1"	"chrX"	132391627.5	24
"TSN"	"0.0849059495887603"	1.80206004210581	"DICER1"	"chr2"	121756567.75	2
"ADAM21"	"0.0849057586221183"	1.80205354650942	"DICER1"	"chr14"	70457710.75	14
"HSPB8"	"-0.0848967933947797"	1.80174861393682	"DICER1"	"chr12"	119179563.75	12
"KTI12"	"0.0855315866316433"	1.80166750507871	"DICER1"	"chr1"	52033557.75	1
"C11orf71"	"0.0848849630894271"	1.80134627201279	"DICER1"	"chr11"	114400210.5	11
"PIK3R1"	"-0.0848763442468295"	1.80105317875892	"DICER1"	"chr5"	68293684	5
"CRIP2"	"-0.084863958113528"	1.80063201692904	"DICER1"	"chr14"	105478677.5	14
"RAPGEFL1"	"0.0848576060418339"	1.80041604876764	"DICER1"	"chr17"	40189650.75	17
"LZTS3"	"0.0848536532011282"	1.80028166022288	"DICER1"	"chr20"	3166604	20
"MFN1"	"0.0848389838381397"	1.79978297612981	"DICER1"	"chr3"	179363192	3
"ETV3L"	"-0.0848366153377035"	1.79970246566396	"DICER1"	"chr1"	157098726	1
"LRRC10"	"-0.0848307693847816"	1.79950375685466	"DICER1"	"chr12"	69610691.25	12
"FCHSD1"	"-0.0848274642047819"	1.79939141595074	"DICER1"	"chr5"	141648772.75	5
"HIST1H2BJ"	"-0.0848204437920855"	1.79915280850544	"DICER1"	"chr6"	27132658	6
"B4GAT1"	"-0.0847951327365701"	1.79829267783306	"DICER1"	"chr11"	66347311	11
"IFT57"	"0.0847754651824437"	1.79762447075072	"DICER1"	"chr3"	108220848.5	3
"ARAP1"	"-0.0847722695772977"	1.79751591162924	"DICER1"	"chr11"	72709089.75	11
"POT1"	"0.0854082376789566"	1.79750579821494	"DICER1"	"chr7"	124854241.75	7
"CENPP"	"0.0853993520557157"	1.79720619178257	"DICER1"	"chr9"	92611346.5	9
"ERI3"	"0.0847557118496675"	1.79695347591555	"DICER1"	"chr1"	44346525.5	1
"LSM10"	"-0.0853538922865235"	1.79567376998513	"DICER1"	"chr1"	36394033.75	1
"FGFR4"	"-0.0847030332979474"	1.79516467476037	"DICER1"	"chr5"	177090751.5	5
"CD5"	"-0.0846471087423507"	1.79326663650971	"DICER1"	"chr11"	61119105	11
"ARRDC1"	"0.0846440179121689"	1.79316176565429	"DICER1"	"chr9"	137609657	9
"SAMD5"	"-0.0846372182966871"	1.79293106785833	"DICER1"	"chr6"	147509028	6
"CDK12"	"-0.0852528476019696"	1.79226998486762	"DICER1"	"chr17"	39464601.5	17
"TMEM273"	"-0.0846067312977898"	1.79189688771807	"DICER1"	"chr10"	49178117.25	10
"NAXD"	"0.0846056529744564"	1.79186031435963	"DICER1"	"chr13"	110632883	13
"OR51L1"	"-0.0845937031389438"	1.79145503857389	"DICER1"	"chr11"	4999226	11
"HTRA4"	"-0.084592098306569"	1.79140061460639	"DICER1"	"chr8"	38974397.5	8
"GPR37"	"0.0845892367938292"	1.79130357547272	"DICER1"	"chr7"	124764428.75	7
"SCML4"	"0.0845820638168962"	1.79106033839452	"DICER1"	"chr6"	107747083.25	6
"MYO9A"	"-0.0845729311525924"	1.79075067212522	"DICER1"	"chr15"	71988768.75	15
"HSD17B13"	"-0.0845683623712713"	1.79059576611739	"DICER1"	"chr4"	87318178.75	4
"ADORA2A"	"-0.0845360235622061"	1.78949950228278	"DICER1"	"chr22"	24435385.25	22
"GPR158"	"-0.084530967409729"	1.78932813284341	"DICER1"	"chr10"	25175783.25	10
"KCNH5"	"0.0845209078659377"	1.78898720691861	"DICER1"	"chr14"	63008530.25	14
"TCAF2"	"0.0845143807406878"	1.78876601505303	"DICER1"	"chr7"	143720363	7
"GRASP"	"-0.0844965188855056"	1.78816078151944	"DICER1"	"chr12"	52013525.25	12
"PHYHIPL"	"-0.0844692942353963"	1.78723849719528	"DICER1"	"chr10"	59236493.5	10
"PPP4R3A"	"-0.0844428340167229"	1.78634234015236	"DICER1"	"chr14"	91509592.25	14
"ZNF692"	"0.0844159501960826"	1.78543206949604	"DICER1"	"chr1"	248857387	1
"SAXO2"	"-0.0844100318098327"	1.78523170788944	"DICER1"	"chr15"	82277036.75	15
"LCA5L"	"0.0843942209192767"	1.78469650031761	"DICER1"	"chr21"	39426500	21
"AGBL5"	"0.0843853372188052"	1.78439581767721	"DICER1"	"chr2"	27055077.25	2
"MRPL57"	"-0.084343175757949"	1.78296914712978	"DICER1"	"chr13"	21176981.25	13
"ATF6"	"0.0843354050064088"	1.78270626142884	"DICER1"	"chr1"	161804066	1
"ZNF425"	"0.0843084684349344"	1.78179514498325	"DICER1"	"chr7"	149105381.333333	7
"HNRNPAB"	"-0.0842881752392229"	1.78110889315963	"DICER1"	"chr5"	178205251.5	5
"BICRA"	"0.0842336227199237"	1.77926476224447	"DICER1"	"chr19"	47679161.5	19
"KCTD17"	"-0.0842208789008526"	1.77883410068239	"DICER1"	"chr22"	37054668.5	22
"PGM1"	"0.0842088456182559"	1.77842749923433	"DICER1"	"chr1"	63636557.75	1
"HNRNPK"	"-0.0848248155033739"	1.77788758132946	"DICER1"	"chr9"	83975235.5	9
"CXCL13"	"0.0841909323177472"	1.77782230063803	"DICER1"	"chr4"	77606368.75	4
"ZNF205"	"-0.0841685869185358"	1.77706751021826	"DICER1"	"chr16"	3116284.75	16
"PTMA"	"0.0841575491783011"	1.77669473354034	"DICER1"	"chr2"	231710867.75	2
"ARHGAP23"	"-0.0841552607138262"	1.77661745037259	"DICER1"	"chr17"	38466112.5	17
"TTC4"	"0.0841441446177897"	1.77624207563589	"DICER1"	"chr1"	54718237.5	1
"ZEB2"	"0.0841373486375168"	1.77601260482197	"DICER1"	"chr2"	144430444.5	2
"WDR62"	"-0.0841111363273708"	1.77512766913314	"DICER1"	"chr19"	36062176.25	19
"PDE12"	"-0.0840898398030166"	1.77440885615291	"DICER1"	"chr3"	57556553	3
"TEX33"	"-0.0840852178164515"	1.77425287155628	"DICER1"	"chr22"	37000958	22
"RFC5"	"-0.0840663863079665"	1.77361741019823	"DICER1"	"chr12"	118019864.5	12
"SMIM13"	"-0.0840335218000814"	1.7725086869587	"DICER1"	"chr6"	11104379.5	6
"RNF113A"	"-0.0850305991984943"	1.77223350026162	"DICER1"	"chrX"	119871422.25	24
"KIF13B"	"-0.0840048959644792"	1.7715432460942	"DICER1"	"chr8"	29195599.25	8
"LMBR1"	"0.0839957944249747"	1.77123634142272	"DICER1"	"chr7"	156805542	7
"XRCC3"	"0.0839647157728921"	1.77018856936605	"DICER1"	"chr14"	103705544.75	14
"GATA6"	"-0.0839373912840937"	1.7692676225346	"DICER1"	"chr18"	22171629	18
"NPM3"	"-0.0845629991029669"	1.76911913307709	"DICER1"	"chr10"	101783016	10
"FAM186A"	"-0.0839115874816606"	1.76839815153346	"DICER1"	"chr12"	50354051.75	12
"MNS1"	"-0.0839015064911348"	1.76805852662538	"DICER1"	"chr15"	56454938.5	15
"TMEM86A"	"0.0839002722905522"	1.7680169491225	"DICER1"	"chr11"	18701186.25	11
"CPNE6"	"-0.0838958509211868"	1.76786800697175	"DICER1"	"chr14"	24074258.5	14
"NFU1"	"-0.0838830859958942"	1.76743803203327	"DICER1"	"chr2"	69415211.75	2
"TADA2B"	"0.0845044295147033"	1.76716059053394	"DICER1"	"chr4"	7048988.5	4
"PTAFR"	"0.0838570345098713"	1.76656067543635	"DICER1"	"chr1"	28150776.5	1
"SDHAF3"	"0.0838513940960695"	1.76637074774528	"DICER1"	"chr7"	97117838.25	7
"C1orf189"	"-0.0838289973429681"	1.76561669156509	"DICER1"	"chr1"	154201789.5	1
"APBB2"	"-0.0838173668400156"	1.7652251788143	"DICER1"	"chr4"	40825108.75	4
"RCC1L"	"-0.0838145930228297"	1.76513181145082	"DICER1"	"chr7"	75072150	7
"HIGD2A"	"-0.0838042586522382"	1.76478397599417	"DICER1"	"chr5"	176388889.75	5
"KCNH3"	"-0.0837954281722818"	1.76448678612342	"DICER1"	"chr12"	49544431.25	12
"ACTRT2"	"-0.0837947152612699"	1.76446279420172	"DICER1"	"chr1"	3022039.5	1
"FCER2"	"0.0837888470796947"	1.76426531585797	"DICER1"	"chr19"	7697869.5	19
"ERV3-1"	"-0.0837468598448951"	1.76285267099169	"DICER1"	"chr7"	64992784.25	7
"LYG1"	"-0.0837461469373638"	1.76282869042222	"DICER1"	"chr2"	99291953.75	2
"ACOD1"	"0.0837184498150448"	1.76189715059317	"DICER1"	"chr13"	76954818.75	13
"PTGER2"	"-0.083708755366814"	1.76157115514127	"DICER1"	"chr14"	52314855.75	14
"SLF2"	"-0.0837013523880688"	1.76132223552344	"DICER1"	"chr10"	100913174.666667	10
"PITHD1"	"0.0836830885987612"	1.76070820532482	"DICER1"	"chr1"	23778960.5	1
"STKLD1"	"0.0836821691860392"	1.76067729744948	"DICER1"	"chr9"	133394053.25	9
"C12orf40"	"-0.0836726227365577"	1.76035639089395	"DICER1"	"chr12"	39659512.5	12
"BSPH1"	"-0.0836613027172995"	1.75997590361216	"DICER1"	"chr19"	47983482.3333333	19
"CHST13"	"0.0836274263655559"	1.75883750363268	"DICER1"	"chr3"	126540496.25	3
"ZNF844"	"-0.0836183631444136"	1.75853300117391	"DICER1"	"chr19"	12075572.75	19
"SRA1"	"0.0842341847245285"	1.75813792579964	"DICER1"	"chr5"	140557274.5	5
"RPUSD3"	"-0.0836037843866485"	1.75804324583666	"DICER1"	"chr3"	9842932.25	3
"SLC35E4"	"0.083583300320987"	1.75735522547108	"DICER1"	"chr22"	30636669.5	22
"SARDH"	"0.0835778862978043"	1.75717340158602	"DICER1"	"chr9"	133721164.25	9
"IQCF2"	"-0.0835630420705969"	1.756674923665	"DICER1"	"chr3"	51863088.25	3
"POTEE"	"-0.0835592677015227"	1.75654818951786	"DICER1"	"chr2"	131218567.333333	2
"CEP68"	"-0.0835530561956346"	1.75633963229445	"DICER1"	"chr2"	65071892	2
"GDF11"	"-0.0835452555291427"	1.7560777352169	"DICER1"	"chr12"	55743501.5	12
"ARHGAP29"	"-0.0835296978007486"	1.75555546396066	"DICER1"	"chr1"	94191213.75	1
"OR2Y1"	"-0.0835001179044668"	1.75456268656134	"DICER1"	"chr5"	180739763.5	5
"ANKRD11"	"-0.0834598815749354"	1.7532127073654	"DICER1"	"chr16"	89293608.3333333	16
"CCDC88B"	"-0.0834558747695457"	1.75307830277565	"DICER1"	"chr11"	64342212.75	11
"ZDHHC9"	"-0.0844449249574488"	1.75276599203499	"DICER1"	"chrX"	129822844.5	24
"AASDH"	"-0.0834456993907809"	1.75273700248192	"DICER1"	"chr4"	56367835	4
"SASH1"	"0.0833715074615391"	1.7502494881063	"DICER1"	"chr6"	148507195	6
"CCDC93"	"-0.083370514118918"	1.75021619532414	"DICER1"	"chr2"	117995449.75	2
"ZCWPW2"	"0.0833593294692091"	1.74984135368862	"DICER1"	"chr3"	28413286.75	3
"ACSM6"	"-0.08334981702775"	1.74952258624954	"DICER1"	"chr10"	95206370	10
"OR3A3"	"0.0833494259365433"	1.74950948118388	"DICER1"	"chr17"	3420867.33333333	17
"BNC2"	"0.0833421759636722"	1.74926655100099	"DICER1"	"chr9"	16546428.25	9
"PRKACA"	"-0.0833141146740466"	1.74832644131618	"DICER1"	"chr19"	14100611	19
"CUZD1"	"0.0833027913518413"	1.74794715951964	"DICER1"	"chr10"	122843563.25	10
"RTL4"	"-0.0842960810553962"	1.74783582074827	"DICER1"	"chrX"	112454951.75	24
"EPHA3"	"-0.0832957916668416"	1.74771272145873	"DICER1"	"chr3"	89163925	3
"BOLA1"	"-0.0832896429892497"	1.74750679900257	"DICER1"	"chr1"	149900168.75	1
"ZNF805"	"0.0832674678662901"	1.74676424423942	"DICER1"	"chr19"	57253773.25	19
"ZNF740"	"-0.0832526209104007"	1.74626716910452	"DICER1"	"chr12"	53185445.5	12
"CTSS"	"-0.0832408290056046"	1.74587242779654	"DICER1"	"chr1"	150759805.25	1
"USP39"	"-0.0832127254549456"	1.74493182576472	"DICER1"	"chr2"	85621518.25	2
"TSPAN33"	"0.0832092283063407"	1.74481479707374	"DICER1"	"chr7"	129158126.25	7
"VAV2"	"0.0831409221439067"	1.742529792314	"DICER1"	"chr9"	133824396.25	9
"IL18RAP"	"-0.0831217631881926"	1.74188915089388	"DICER1"	"chr2"	102427425.75	2
"SUPT5H"	"0.0837382032555462"	1.74163932045117	"DICER1"	"chr19"	39462375.25	19
"ARL6IP4"	"-0.0830587200453697"	1.73978193994283	"DICER1"	"chr12"	122980756.5	12
"NECTIN4"	"0.0830162967058261"	1.73836466881308	"DICER1"	"chr1"	161079260.75	1
"GBX1"	"0.0829972265113235"	1.7377277652379	"DICER1"	"chr7"	151162710.5	7
"MCOLN1"	"-0.0829912697043676"	1.73752884481799	"DICER1"	"chr19"	7525208.75	19
"KCTD12"	"0.0829865709395058"	1.73737194331466	"DICER1"	"chr13"	76885896	13
"NR2C2AP"	"0.0829809952486582"	1.73718576871393	"DICER1"	"chr19"	19202740.5	19
"NLRP12"	"-0.0829697964183975"	1.7368118656154	"DICER1"	"chr19"	53815315.6666667	19
"COPS6"	"-0.082963865531924"	1.73661386345961	"DICER1"	"chr7"	100089786.25	7
"TTC28"	"0.0829619603459869"	1.73655026140248	"DICER1"	"chr22"	28168008.5	22
"ERLIN2"	"-0.0829580818082131"	1.73642078529542	"DICER1"	"chr8"	37739792	8
"SH2D4B"	"-0.0829577182272503"	1.7364086482269	"DICER1"	"chr10"	80570865.75	10
"IFNA7"	"0.0829421619585285"	1.73588938860179	"DICER1"	"chr9"	21202031.25	9
"TMEM189"	"0.082925357364771"	1.73532854866258	"DICER1"	"chr20"	50135741.2857143	20
"TOMM6"	"-0.0828728597476977"	1.73357707174618	"DICER1"	"chr6"	41787793.5	6
"TRMT6"	"0.0828595920823821"	1.73313456421704	"DICER1"	"chr20"	5942854.25	20
"RAPGEF1"	"0.0828457553874893"	1.73267313896271	"DICER1"	"chr9"	131639717.25	9
"SPATA6"	"0.0828268863894246"	1.73204399670901	"DICER1"	"chr1"	48418905.25	1
"DNAAF1"	"0.0827943180777027"	1.73095835441898	"DICER1"	"chr16"	84157724.5	16
"VPS35L"	"0.0827753417471686"	1.73032594986791	"DICER1"	"chr16"	19560304	16
"GABRG1"	"-0.0827376984644355"	1.72907179620275	"DICER1"	"chr4"	46100902.75	4
"NEXMIF"	"-0.0837139834053763"	1.72862230071887	"DICER1"	"chrX"	74743553	24
"TRNT1"	"0.0827155568751801"	1.72833432366104	"DICER1"	"chr3"	3139236.5	3
"LRP6"	"-0.0827061154715388"	1.72801990598661	"DICER1"	"chr12"	12194341.25	12
"DUSP7"	"-0.0826863072904644"	1.72736034763492	"DICER1"	"chr3"	52056083.75	3
"RUNX1T1"	"0.0826681201680434"	1.72675487798226	"DICER1"	"chr8"	92009544	8
"RBL1"	"-0.0832800197883788"	1.72646785680343	"DICER1"	"chr20"	37079636.5	20
"FAM151B"	"-0.0826433580743155"	1.7259306923459	"DICER1"	"chr5"	80505871.75	5
"MED11"	"0.0832516103240888"	1.72552936278473	"DICER1"	"chr17"	4731678	17
"PPP2R2C"	"0.0826306916481888"	1.72550917766162	"DICER1"	"chr4"	6370676.5	4
"KIAA0319L"	"0.0826194667734498"	1.72513567848957	"DICER1"	"chr1"	35466156	1
"S100A9"	"0.0826086244897459"	1.72477494847212	"DICER1"	"chr1"	153358365.75	1
"POTEI"	"-0.0826060972599757"	1.72469087131958	"DICER1"	"chr2"	130506205.5	2
"THG1L"	"0.0825959891832549"	1.72435461140663	"DICER1"	"chr5"	157732687	5
"DMRT2"	"0.0825861381984561"	1.72402693585626	"DICER1"	"chr9"	1051721.5	9
"DPM1"	"0.0825741002808199"	1.72362655851034	"DICER1"	"chr20"	50957628	20
"SLC49A3"	"0.0825720014841724"	1.72355675799774	"DICER1"	"chr4"	687799.25	4
"TLK2"	"0.0831892523255283"	1.72347029689945	"DICER1"	"chr17"	62549863.5	17
"PCDHGA3"	"0.082562652123094"	1.72324583991162	"DICER1"	"chr5"	141344567.25	5
"MADD"	"-0.0825515670823932"	1.72287723751795	"DICER1"	"chr11"	47274869.5	11
"ADM5"	"0.0825376796430591"	1.72241550523198	"DICER1"	"chr19"	49690156.75	19
"RMND1"	"-0.082531991291276"	1.72222639582679	"DICER1"	"chr6"	151443270.5	6
"HRASLS2"	"-0.0825033926562665"	1.72127579214437	"DICER1"	"chr11"	63560108.5	11
"FEM1B"	"0.0824930765333611"	1.72093295457848	"DICER1"	"chr15"	68278531.5	15
"ENPEP"	"-0.082486292996682"	1.72070753485693	"DICER1"	"chr4"	110485086.75	4
"NDUFV1"	"-0.0824838527140091"	1.72062644689981	"DICER1"	"chr11"	67608546	11
"NR1H4"	"-0.0824829479755938"	1.72059638390935	"DICER1"	"chr12"	100511018	12
"HNRNPDL"	"-0.0824705146379679"	1.7201832710979	"DICER1"	"chr4"	82429494.75	4
"BCAS4"	"-0.0824610394760388"	1.71986848087513	"DICER1"	"chr20"	50803895	20
"DHRS13"	"-0.0824449379969802"	1.71933361331396	"DICER1"	"chr17"	28902053.75	17
"FASTK"	"0.0823637980004807"	1.71663953810473	"DICER1"	"chr7"	151078647.25	7
"RUFY1"	"0.082361643971928"	1.716568047351	"DICER1"	"chr5"	179570317	5
"EP300"	"0.0829784425107102"	1.71651852472448	"DICER1"	"chr22"	41145914	22
"TCEAL3"	"-0.0839317467899548"	1.71649218535038	"DICER1"	"chrX"	103609227	24
"KLF7"	"0.0829069920952243"	1.71416555496121	"DICER1"	"chr2"	207124313	2
"NKX3-1"	"-0.0822697084986527"	1.71351817044531	"DICER1"	"chr8"	23681872.25	8
"PPARGC1B"	"-0.0828507291566697"	1.71231387712732	"DICER1"	"chr5"	149833292	5
"C19orf67"	"-0.0822240918707852"	1.71200589471211	"DICER1"	"chr19"	14085497.75	19
"SCD5"	"-0.0822121973009457"	1.71161167832894	"DICER1"	"chr4"	82751884	4
"DNAJC1"	"-0.0827704536355992"	1.70967366466801	"DICER1"	"chr10"	21961033.25	10
"GDF2"	"-0.0821344332782796"	1.70903550789311	"DICER1"	"chr10"	47323950.75	10
"GTF2E2"	"-0.0827471799071507"	1.70890859015053	"DICER1"	"chr8"	30618672.25	8
"CTU2"	"0.0820946175310241"	1.70771724690702	"DICER1"	"chr16"	88709688.5	16
"FYCO1"	"0.0820634048930166"	1.70668418505774	"DICER1"	"chr3"	45970239.5	3
"SAXO1"	"0.082057388413177"	1.70648509053222	"DICER1"	"chr9"	18934394.25	9
"SMYD3"	"0.0826597861121838"	1.70603724546983	"DICER1"	"chr1"	246132163.75	1
"UGT1A7"	"-0.0819901206340813"	1.70425989380965	"DICER1"	"chr2"	233718748.428571	2
"CATSPER3"	"-0.0819882405122228"	1.70419772099551	"DICER1"	"chr5"	134999328.75	5
"TAOK2"	"-0.081972736264166"	1.70368506230532	"DICER1"	"chr16"	29979220.25	16
"NUTM2A"	"-0.0819562488287602"	1.70313997911448	"DICER1"	"chr10"	87226673	10
"STARD8"	"-0.0829333737239677"	1.70302465186738	"DICER1"	"chrX"	68717764.75	24
"PTMS"	"-0.081947637673953"	1.70285532479555	"DICER1"	"chr12"	6768180.75	12
"CEP126"	"-0.0819225224277837"	1.70202524051907	"DICER1"	"chr11"	101938076	11
"KDM6B"	"-0.0825285003242124"	1.70172839268133	"DICER1"	"chr17"	7847252.25	17
"PDCL3"	"-0.0819041764374488"	1.70141901587698	"DICER1"	"chr2"	100567351.75	2
"EXT1"	"0.0819034384378706"	1.70139463170601	"DICER1"	"chr8"	118110586.75	8
"ARMH4"	"0.0819023593549426"	1.70135897815079	"DICER1"	"chr14"	58138640.75	14
"TPT1"	"-0.0819013187615822"	1.70132459667079	"DICER1"	"chr13"	45340131.5	13
"PYROXD2"	"-0.0818892658062575"	1.70092638934598	"DICER1"	"chr10"	98397022	10
"CRKL"	"0.0818701579823781"	1.70029519846621	"DICER1"	"chr22"	20918093.75	22
"NUDT13"	"-0.0818681596428694"	1.70022919391114	"DICER1"	"chr10"	73125021.5	10
"HIC2"	"-0.0818226748283398"	1.69872719318287	"DICER1"	"chr22"	21445375.75	22
"EN2"	"0.0818013375794371"	1.69802282442365	"DICER1"	"chr7"	155458568	7
"MEN1"	"0.0823902615894459"	1.69719727618834	"DICER1"	"chr11"	64809961.25	11
"MZF1"	"0.0817657634501879"	1.69684880595733	"DICER1"	"chr19"	58571111.5	19
"COG4"	"0.0817645609873545"	1.69680912938951	"DICER1"	"chr16"	70512016.75	16
"VEZT"	"0.0817588298203142"	1.69662002972667	"DICER1"	"chr12"	95265675.25	12
"TMED5"	"-0.0817560601053742"	1.69652864688047	"DICER1"	"chr1"	93180143.75	1
"CLEC4M"	"0.0817323883717913"	1.69574773248762	"DICER1"	"chr19"	7763806	19
"PRDM11"	"-0.0823429678624134"	1.69564850466421	"DICER1"	"chr11"	45182964.25	11
"SLC7A4"	"-0.0817292317730144"	1.69564361212457	"DICER1"	"chr22"	21031142.6666667	22
"CDX4"	"-0.0826972703090345"	1.69532030425841	"DICER1"	"chrX"	73447440.75	24
"PHF21B"	"-0.0823113803633561"	1.69461447629538	"DICER1"	"chr22"	44903983.75	22
"ATP5F1A"	"-0.0816512570939698"	1.69307264065082	"DICER1"	"chr18"	46090265.75	18
"HS1BP3"	"0.0816501304719477"	1.69303550820696	"DICER1"	"chr2"	20644035.5	2
"ELOVL6"	"-0.0816375894727744"	1.69262219589713	"DICER1"	"chr4"	110128741.25	4
"DAZAP1"	"-0.0816172694014638"	1.69195261744851	"DICER1"	"chr19"	1421180	19
"CCL2"	"-0.0816006691091667"	1.69140571060326	"DICER1"	"chr17"	34255838.25	17
"BTBD9"	"-0.0815866590621377"	1.69094421025875	"DICER1"	"chr6"	38589003.3333333	6
"ELOVL4"	"-0.0815399740535098"	1.68940683247172	"DICER1"	"chr6"	79936735	6
"USP53"	"0.0815226548022523"	1.68883667356875	"DICER1"	"chr4"	119243443	4
