"gene"	"gene_cor"	"DROSHA_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"PRDM6"	"0.0860343527604426"	1.81868093317935	"DROSHA"	"chr5"	123092530	5
"EPB41L2"	"-0.0853876460475896"	1.81848236491016	"DROSHA"	"chr6"	130929260	6
"HEPACAM"	"0.0853783433342061"	1.81816449548302	"DROSHA"	"chr11"	124924967.5	11
"PRKX"	"0.0863820848720658"	1.81757157185451	"DROSHA"	"chrX"	3674609.75	24
"IVL"	"-0.0853525994353459"	1.81728498516745	"DROSHA"	"chr1"	152910269.2	1
"NRDE2"	"0.0853361716778643"	1.81672386271678	"DROSHA"	"chr14"	90306786.25	14
"CCDC85A"	"-0.0853284298852556"	1.81645945697524	"DROSHA"	"chr2"	56188734.25	2
"MAOA"	"-0.0863211642746337"	1.81551538877915	"DROSHA"	"chrX"	43729139.5	24
"LRRFIP1"	"-0.0852959517573994"	1.81535044279517	"DROSHA"	"chr2"	237723984.75	2
"NDUFAF1"	"-0.0852821256030206"	1.81487843228509	"DROSHA"	"chr15"	41396737.25	15
"UFC1"	"-0.0852645596297541"	1.81427883798301	"DROSHA"	"chr1"	161157062.5	1
"LMAN1L"	"0.0852634431647702"	1.81424073212838	"DROSHA"	"chr15"	74816814	15
"CD2"	"-0.0852531018886941"	1.81388779527545	"DROSHA"	"chr1"	116759023.5	1
"MRPS31"	"-0.0852390477761223"	1.8134081990128	"DROSHA"	"chr13"	40768017.25	13
"FGF10"	"0.085213983782707"	1.81255305035051	"DROSHA"	"chr5"	44388501.6666667	5
"POU2F2"	"0.0851923183353001"	1.81181402008016	"DROSHA"	"chr19"	42107608.25	19
"BCAT2"	"0.0858307271684951"	1.81178054970833	"DROSHA"	"chr19"	48800014.25	19
"POU5F1"	"-0.0858220209587525"	1.81148581353881	"DROSHA"	"chr6"	31166978.2857143	6
"TMCC3"	"-0.08516537720337"	1.81089524393608	"DROSHA"	"chr12"	94599253.25	12
"PLCB4"	"0.0851649341597148"	1.81088013674733	"DROSHA"	"chr20"	9362982.75	20
"NHEJ1"	"-0.0851638749912903"	1.81084402079704	"DROSHA"	"chr2"	219158122.5	2
"CAPN14"	"0.0851608547537625"	1.8107410375293	"DROSHA"	"chr2"	31200371	2
"FANCE"	"0.0851326976547181"	1.80978108695608	"DROSHA"	"chr6"	35453423.75	6
"MAPK11"	"0.0857569659744022"	1.80928424020365	"DROSHA"	"chr22"	50268162	22
"RAB32"	"-0.0851137684314406"	1.80913588426271	"DROSHA"	"chr6"	146543997.75	6
"CHMP1B"	"0.0850994861835623"	1.80864915091408	"DROSHA"	"chr18"	11851694.25	18
"RDH14"	"-0.0850889456156363"	1.80828997509613	"DROSHA"	"chr2"	18559224	2
"ZNF728"	"-0.0850740894062613"	1.80778380272468	"DROSHA"	"chr19"	22983129.2	19
"CCDC12"	"0.085069731931488"	1.80763535092448	"DROSHA"	"chr3"	46951092.25	3
"CCDC89"	"0.0850543412674526"	1.80711106645149	"DROSHA"	"chr11"	85685943.75	11
"MSGN1"	"-0.0850540136605083"	1.8070999073265	"DROSHA"	"chr2"	17816638.5	2
"SMAD4"	"0.0856900949965281"	1.80702262471633	"DROSHA"	"chr18"	51055188	18
"GPBP1L1"	"-0.0850336689810165"	1.80640698425098	"DROSHA"	"chr1"	45654990.5	1
"KMT2A"	"0.0856704878978853"	1.80635977298458	"DROSHA"	"chr11"	118463215	11
"DUSP10"	"0.0850192018550935"	1.80591432773464	"DROSHA"	"chr1"	221706183.75	1
"SIGLECL1"	"0.0850022850089646"	1.80533833597737	"DROSHA"	"chr19"	51265503	19
"CXCR5"	"0.084972838307546"	1.80433594457029	"DROSHA"	"chr11"	118891431	11
"IFT22"	"0.084957139121742"	1.80380164584978	"DROSHA"	"chr7"	101316472.5	7
"PAX8"	"0.0849549237651677"	1.80372625589792	"DROSHA"	"chr2"	113244800.5	2
"PPARGC1B"	"-0.0855710770251777"	1.80300091351809	"DROSHA"	"chr5"	149833292	5
"WDR77"	"-0.0855227501489666"	1.80136920624529	"DROSHA"	"chr1"	111448400	1
"NME9"	"-0.0848473920197586"	1.80006880318786	"DROSHA"	"chr3"	138318185.75	3
"SIDT1"	"-0.0848415374933267"	1.79986978245072	"DROSHA"	"chr3"	113571490.75	3
"NCOR2"	"0.0854346055270491"	1.7983950211625	"DROSHA"	"chr12"	124412329.5	12
"RAD51"	"-0.0847891008413546"	1.79808773023018	"DROSHA"	"chr15"	40702503.5	15
"FAM47E"	"-0.0847809365626418"	1.79781034880336	"DROSHA"	"chr4"	76242801.875	4
"ANAPC10"	"-0.0847635736120919"	1.79722051448795	"DROSHA"	"chr4"	145088875.5	4
"PCCA"	"0.0847534551530559"	1.79687682696237	"DROSHA"	"chr13"	100172397.5	13
"KRTAP5-11"	"0.0847435479642931"	1.79654034777565	"DROSHA"	"chr11"	71582661.5	11
"PDXK"	"0.0847176098102121"	1.79565955788605	"DROSHA"	"chr21"	43726771.25	21
"OTOR"	"-0.0846523546931538"	1.79344463700947	"DROSHA"	"chr20"	16748686.75	20
"TNS2"	"-0.0846466341825807"	1.79325053465042	"DROSHA"	"chr12"	53057168.75	12
"ARID1A"	"-0.0852610996399516"	1.79254783987992	"DROSHA"	"chr1"	26729808	1
"TRIM4"	"-0.084618443757226"	1.79229416209422	"DROSHA"	"chr7"	99914013.75	7
"SEPT8"	"0.0846176809023803"	1.79226828549815	"DROSHA"	"chr5"	132763724.75	5
"DNAJA3"	"-0.0846063896458149"	1.79188529990961	"DROSHA"	"chr16"	4438639	16
"OR4M2"	"-0.084604153491471"	1.7918094572098	"DROSHA"	"chr15"	22080786	15
"CXorf56"	"0.0855728145512314"	1.79035343869019	"DROSHA"	"chrX"	119552372.75	24
"TSEN54"	"-0.0845590217355507"	1.79027908995512	"DROSHA"	"chr17"	75516936.3333333	17
"STMP1"	"0.0845577202071858"	1.79023496640753	"DROSHA"	"chr7"	135667678.25	7
"HIST1H4L"	"-0.0845236047356566"	1.78907860274802	"DROSHA"	"chr6"	27873445.75	6
"SRPRB"	"0.0845148616325994"	1.78878231109324	"DROSHA"	"chr3"	133806391.25	3
"FAM172A"	"0.0844979533705822"	1.78820938397845	"DROSHA"	"chr5"	94051966.5	5
"RTL6"	"-0.0844784987079009"	1.78755028842206	"DROSHA"	"chr22"	44497325.25	22
"ZNF143"	"0.0844466627333987"	1.7864719973928	"DROSHA"	"chr11"	9473145.25	11
"CC2D1B"	"-0.0844359780514731"	1.78611017881824	"DROSHA"	"chr1"	52361709.5	1
"RNF215"	"0.0844278777502415"	1.78583590061839	"DROSHA"	"chr22"	30386364.25	22
"KRTAP9-8"	"-0.0844194776880173"	1.78555149495363	"DROSHA"	"chr17"	41238163	17
"SLAMF1"	"-0.0844192452468733"	1.78554362538812	"DROSHA"	"chr1"	160642114.5	1
"RTN4R"	"-0.0844190575594237"	1.78553727102384	"DROSHA"	"chr22"	20242616	22
"MUC1"	"-0.0850462642922986"	1.7853212088824	"DROSHA"	"chr1"	155191508	1
"PLEKHB2"	"0.0843787196557508"	1.7841718526403	"DROSHA"	"chr2"	131126082.25	2
"UBE3D"	"0.0843660271631567"	1.78374232728573	"DROSHA"	"chr6"	83047925.25	6
"DZIP1L"	"-0.0843446581095002"	1.783019297535	"DROSHA"	"chr3"	138102249.75	3
"FANCF"	"0.084313748529439"	1.78197372304306	"DROSHA"	"chr11"	22625536.25	11
"ZNF768"	"-0.0842974060672514"	1.78142103404212	"DROSHA"	"chr16"	30525846.75	16
"MYO16"	"0.0842816987846061"	1.78088990806437	"DROSHA"	"chr13"	108873575.25	13
"PAQR5"	"-0.0842649513532409"	1.78032369877486	"DROSHA"	"chr15"	69378600	15
"ZNF581"	"-0.0842529700758288"	1.77991868296913	"DROSHA"	"chr19"	55644757.25	19
"STATH"	"0.0842423632807145"	1.77956016915151	"DROSHA"	"chr4"	69998764.25	4
"OR5M1"	"-0.0842361266982317"	1.77934938728622	"DROSHA"	"chr11"	56613220.75	11
"TMPRSS11D"	"-0.0842312117059985"	1.77918328097325	"DROSHA"	"chr4"	67843418.5	4
"UBAP2L"	"-0.0848626230312093"	1.77915559915952	"DROSHA"	"chr1"	154242124.5	1
"OR8B12"	"-0.0842271896246085"	1.77904735717339	"DROSHA"	"chr11"	124543414.25	11
"OBSL1"	"-0.0842132073361218"	1.77857487509815	"DROSHA"	"chr2"	219570890.25	2
"C9"	"0.0841997112915076"	1.77811888413717	"DROSHA"	"chr5"	39335227.75	5
"ADAMTS20"	"-0.0841723946276762"	1.77719611683879	"DROSHA"	"chr12"	43523206.5	12
"HTR1D"	"0.0841700774699991"	1.77711785352023	"DROSHA"	"chr1"	23193911.75	1
"PCMTD2"	"-0.0841422598464562"	1.77617843356982	"DROSHA"	"chr20"	64261406.75	20
"TSPAN16"	"-0.0841421243352414"	1.77617385787952	"DROSHA"	"chr19"	11298255	19
"FGFBP1"	"0.0841304077952066"	1.77577825812463	"DROSHA"	"chr4"	15936474	4
"TAS2R20"	"-0.0841249844935061"	1.77559515970191	"DROSHA"	"chr12"	10997594.2	12
"GPRASP2"	"0.0851293462327065"	1.77552651497158	"DROSHA"	"chrX"	102715420.25	24
"KRTAP13-1"	"0.0841224162850859"	1.7755084566443	"DROSHA"	"chr21"	30396154.25	21
"KPTN"	"0.0841177280055469"	1.77535018522727	"DROSHA"	"chr19"	47483067.5	19
"BCL9L"	"0.0840358937454736"	1.77258869561534	"DROSHA"	"chr11"	118905409	11
"SLC38A5"	"0.0850367335580973"	1.77243797869828	"DROSHA"	"chrX"	48466997	24
"OR4C46"	"-0.0840111499894041"	1.77175414792428	"DROSHA"	"chr11"	54603790.5	11
"GTF2H2"	"-0.0846410722847684"	1.771731573837	"DROSHA"	"chr5"	71059636.75	5
"PHPT1"	"-0.0839820076681409"	1.77077150205052	"DROSHA"	"chr9"	136849660	9
"INMT"	"-0.0839772604862391"	1.77061145859737	"DROSHA"	"chr7"	30754245	7
"SLC9A2"	"-0.0839670323553609"	1.77026665879778	"DROSHA"	"chr2"	102638912.5	2
"NUP214"	"0.0839466474834401"	1.76957956709996	"DROSHA"	"chr9"	131143188.25	9
"CSTF3"	"0.0845663420683183"	1.769230953541	"DROSHA"	"chr11"	33156474.5	11
"SALL3"	"-0.0839150432530532"	1.76851458280778	"DROSHA"	"chr18"	78993084	18
"DRD2"	"0.0838798785633485"	1.76733000088868	"DROSHA"	"chr11"	113424449.75	11
"RCN3"	"0.0838421450282074"	1.76605932944818	"DROSHA"	"chr19"	49531398.5	19
"RPUSD2"	"-0.0838353297067235"	1.76582987373114	"DROSHA"	"chr15"	40570672	15
"EXOG"	"-0.0837977528221374"	1.76456501977833	"DROSHA"	"chr3"	38497705.5	3
"RGPD4"	"-0.0837877598817203"	1.76422873027299	"DROSHA"	"chr2"	107850459.714286	2
"AGTRAP"	"0.0837849861167699"	1.76413539131668	"DROSHA"	"chr1"	11742089	1
"UTS2B"	"-0.0837848489111128"	1.76413077432378	"DROSHA"	"chr3"	191281129	3
"WDR25"	"0.0837744752246745"	1.76378171576142	"DROSHA"	"chr14"	100381244.5	14
"GPR132"	"-0.0837726225301226"	1.76371937911992	"DROSHA"	"chr14"	105051803.25	14
"COX7A2"	"-0.0837525480117263"	1.76304401374658	"DROSHA"	"chr6"	75243793.75	6
"BCL10"	"-0.0837446385233588"	1.76277795138843	"DROSHA"	"chr1"	85272106.25	1
"POM121L12"	"0.0837173556502596"	1.76186035556017	"DROSHA"	"chr7"	53035816.5	7
"GJA1"	"-0.0837141555521638"	1.7617527435465	"DROSHA"	"chr6"	121447164.75	6
"PTCD1"	"-0.0836874463721766"	1.76085470421918	"DROSHA"	"chr7"	99434548.5	7
"ABCB11"	"-0.0836466130001525"	1.75948221637853	"DROSHA"	"chr2"	168980326.5	2
"EIF4G2"	"0.0836463381339968"	1.7594729794334	"DROSHA"	"chr11"	10804588	11
"MRTFB"	"0.0842686806175345"	1.7592883403757	"DROSHA"	"chr16"	14201433.25	16
"SYT13"	"0.0836399168485257"	1.75925719752149	"DROSHA"	"chr11"	45262230.25	11
"DARS2"	"-0.0836265980608109"	1.75880967347667	"DROSHA"	"chr1"	173830308.5	1
"TMOD2"	"-0.0836227350272424"	1.75867988260827	"DROSHA"	"chr15"	51768330.5	15
"SDC3"	"-0.0836094275513262"	1.75823281279657	"DROSHA"	"chr1"	30900647.75	1
"DCAF13"	"-0.0835902831891782"	1.75758975129225	"DROSHA"	"chr8"	103415263	8
"TK2"	"0.0835829391532199"	1.75734309576149	"DROSHA"	"chr16"	66526913.6666667	16
"NOL4"	"0.0835811663195404"	1.7572835562952	"DROSHA"	"chr18"	33973565.25	18
"CLN8"	"0.0835284212258622"	1.75551261296503	"DROSHA"	"chr8"	1771222.75	8
"IGDCC3"	"-0.0835215762746594"	1.75528285639605	"DROSHA"	"chr15"	65355153	15
"KLHDC8B"	"-0.0835029143493421"	1.75465653029851	"DROSHA"	"chr3"	49173291.75	3
"ARHGAP31"	"0.083499255854208"	1.75453375819285	"DROSHA"	"chr3"	119366881.75	3
"GAR1"	"0.0834574113540916"	1.75312984547101	"DROSHA"	"chr4"	109816264.5	4
"PIPOX"	"-0.0834480790002553"	1.75281681580639	"DROSHA"	"chr17"	29046622	17
"SLF1"	"-0.0834464756364037"	1.75276303795716	"DROSHA"	"chr5"	94658326	5
"PRMT6"	"-0.0840671522519872"	1.75257288608006	"DROSHA"	"chr1"	107056965.5	1
"ZNF625"	"-0.0834380958731241"	1.75248198890006	"DROSHA"	"chr19"	12145950.75	19
"DDOST"	"-0.0834354592709979"	1.75239356455515	"DROSHA"	"chr1"	20659564.5	1
"SLC38A10"	"-0.0834265745274882"	1.75209561142142	"DROSHA"	"chr17"	81283475.25	17
"INSM1"	"0.0840361842531273"	1.75154210155638	"DROSHA"	"chr20"	20368481.75	20
"KCTD4"	"0.0834082972505304"	1.75148275672087	"DROSHA"	"chr13"	45194246.75	13
"CPSF2"	"-0.0840076864495013"	1.75059380940046	"DROSHA"	"chr14"	92136761.75	14
"CD300LF"	"-0.0833806316009087"	1.75055530690804	"DROSHA"	"chr17"	74704718.5	17
"LYPD2"	"-0.0833228573268054"	1.74861931040322	"DROSHA"	"chr8"	142751454.5	8
"ATP10A"	"-0.0833169247177517"	1.74842057193444	"DROSHA"	"chr15"	25765431.75	15
"RSPH1"	"-0.0833040356606524"	1.74798883639274	"DROSHA"	"chr21"	42485148.75	21
"BCS1L"	"-0.083301659856895"	1.7479092616693	"DROSHA"	"chr2"	218661587.75	2
"TBCK"	"0.0833009018493604"	1.74788387349279	"DROSHA"	"chr4"	106277116	4
"GNL3L"	"0.0842709563951551"	1.74700430635737	"DROSHA"	"chrX"	54542493	24
"KLHL23"	"-0.0832434698751718"	1.7459608286223	"DROSHA"	"chr2"	169735563.25	2
"MRPL4"	"-0.08319859730165"	1.74445906513899	"DROSHA"	"chr19"	10253518.5	19
"KCTD10"	"-0.0831881515753314"	1.74410956862011	"DROSHA"	"chr12"	109465155.5	12
"CASTOR1"	"-0.0831879907181289"	1.74410418688384	"DROSHA"	"chr22"	30287323	22
"CCDC92"	"-0.0831822270314521"	1.74391135901529	"DROSHA"	"chr12"	123941985.25	12
"RFFL"	"-0.0831610388742271"	1.74320258804085	"DROSHA"	"chr17"	35022844	17
"S1PR3"	"-0.0831573667538282"	1.74307976570741	"DROSHA"	"chr9"	89001344.5	9
"PRR5L"	"0.0831511670919119"	1.74287241397527	"DROSHA"	"chr11"	36401166.5	11
"TNFSF4"	"0.0831446766704572"	1.74265535094733	"DROSHA"	"chr1"	173202502.25	1
"C1orf52"	"-0.0831307323988834"	1.74218905054571	"DROSHA"	"chr1"	85259485.25	1
"LAMTOR1"	"0.0831292718695664"	1.74214021367625	"DROSHA"	"chr11"	72100219.5	11
"GFM2"	"-0.0831272148785758"	1.74207143362028	"DROSHA"	"chr5"	74757837.5	5
"ENDOG"	"-0.0831257112045332"	1.74202115581121	"DROSHA"	"chr9"	128818926	9
"SLC27A6"	"-0.0830898245265407"	1.74082144325876	"DROSHA"	"chr5"	128976654.5	5
"SPRY4"	"-0.0830825171009028"	1.74057720290373	"DROSHA"	"chr5"	142314816.75	5
"UBR1"	"-0.0830760639581252"	1.74036153013088	"DROSHA"	"chr15"	43079031	15
"RARRES3"	"0.0830718679397206"	1.74022130075163	"DROSHA"	"chr11"	63542125.25	11
"CHFR"	"-0.0830632745827368"	1.73993413175368	"DROSHA"	"chr12"	132858317.5	12
"ROPN1B"	"-0.083038865858443"	1.73911858232196	"DROSHA"	"chr3"	125973015	3
"PRUNE1"	"-0.0830325747340149"	1.73890841323852	"DROSHA"	"chr1"	151019894.25	1
"PHETA2"	"-0.0830269091897276"	1.73871915403327	"DROSHA"	"chr22"	42077490.75	22
"KCNJ1"	"0.0830265798365435"	1.7387081522113	"DROSHA"	"chr11"	128840051	11
"NFATC2"	"0.0830162609778987"	1.73836347546681	"DROSHA"	"chr20"	51495819	20
"UQCRC1"	"-0.0830088595224834"	1.73811626883295	"DROSHA"	"chr3"	48606196.5	3
"TSEN34"	"0.0830008170481966"	1.7378476724611	"DROSHA"	"chr19"	54191599	19
"DNAJB12"	"-0.0829912904499844"	1.73752953757302	"DROSHA"	"chr10"	72352036.25	10
"ANKRD50"	"-0.08298285945133"	1.73724801408377	"DROSHA"	"chr4"	124671521.25	4
"FN1"	"-0.0829810955102017"	1.737189116399	"DROSHA"	"chr2"	215430965.75	2
"CD48"	"-0.0829723416047071"	1.73689683994494	"DROSHA"	"chr1"	160685012	1
"CHRNB4"	"-0.0829722330620183"	1.73689321606436	"DROSHA"	"chr15"	78635851.75	15
"MAPK8"	"0.0835911133061783"	1.7367615448025	"DROSHA"	"chr10"	48405440	10
"MTHFS"	"0.0829419075581777"	1.73588089751064	"DROSHA"	"chr15"	79894358.5	15
"PHF5A"	"-0.0835523769886474"	1.73547812574385	"DROSHA"	"chr22"	41467560	22
"DNASE2B"	"-0.0829133736566825"	1.73492865782287	"DROSHA"	"chr1"	84412999.25	1
"NXPE4"	"0.0828914838444389"	1.73419832492732	"DROSHA"	"chr11"	114578035	11
"FAM234B"	"-0.0828490919290762"	1.73278440007369	"DROSHA"	"chr12"	13059993.5	12
"PRKD3"	"0.0828481695425606"	1.73275364159249	"DROSHA"	"chr2"	37296304	2
"OR5AN1"	"-0.0828333735222472"	1.73226028185101	"DROSHA"	"chr11"	59364856.25	11
"IDI2"	"0.0828229052553555"	1.73191126991114	"DROSHA"	"chr10"	1022716.66666667	10
"SRRT"	"0.0828228975145468"	1.73191101184577	"DROSHA"	"chr7"	100882084.25	7
"ZFAND2B"	"-0.0828222087301505"	1.73188804902533	"DROSHA"	"chr2"	219207359	2
"NMUR2"	"-0.0827879236776923"	1.73074524183257	"DROSHA"	"chr5"	152404868	5
"FOLR1"	"0.0827832754262952"	1.73059033320484	"DROSHA"	"chr11"	72193028	11
"NDUFS3"	"-0.0827402580500873"	1.72915705886239	"DROSHA"	"chr11"	47579620.75	11
"HAUS1"	"-0.0827383666385129"	1.72909405362366	"DROSHA"	"chr18"	46108289	18
"NUP85"	"-0.0827317472488577"	1.72887356275906	"DROSHA"	"chr17"	75223553.75	17
"PLA2G4B"	"-0.0827225428243539"	1.72856698835758	"DROSHA"	"chr15"	41841393.5	15
"HDAC9"	"0.0833397297760369"	1.72844118908004	"DROSHA"	"chr7"	18598967.75	7
"LZIC"	"0.0827157542615593"	1.72834089733132	"DROSHA"	"chr1"	9935866.75	1
"TBCC"	"0.0826420822309477"	1.72588823234127	"DROSHA"	"chr6"	42745753.5	6
"CD68"	"-0.0826181554934694"	1.72509204930616	"DROSHA"	"chr17"	7580173	17
"TSPAN2"	"-0.0826177905671426"	1.72507990749965	"DROSHA"	"chr1"	115068583.5	1
"KDM2A"	"0.0832323698824619"	1.72489390960022	"DROSHA"	"chr11"	67245012.5	11
"ST6GALNAC6"	"-0.0826052143591511"	1.72466149901772	"DROSHA"	"chr9"	127892074.333333	9
"LCE1E"	"-0.0825767225675147"	1.72371377094287	"DROSHA"	"chr1"	152787407.333333	1
"ACCSL"	"0.0825546173926662"	1.72297866318951	"DROSHA"	"chr11"	44049967	11
"ZNF281"	"0.0831590482018311"	1.72247340035182	"DROSHA"	"chr1"	200409292.25	1
"RNF113A"	"0.0835047017834665"	1.72174066544452	"DROSHA"	"chrX"	119871422.25	24
"KCNJ3"	"-0.0825118520993245"	1.72155695203929	"DROSHA"	"chr2"	154698985	2
"FBXW9"	"-0.0825117631896745"	1.72155399689833	"DROSHA"	"chr19"	12695990.5	19
"LGR4"	"-0.0825027467490172"	1.7212543255819	"DROSHA"	"chr11"	27426353.25	11
"PSRC1"	"-0.0824883079643629"	1.72077449150906	"DROSHA"	"chr1"	109282042.5	1
"CLEC14A"	"-0.0824871528105257"	1.72073610600133	"DROSHA"	"chr14"	38255491	14
"LGI3"	"-0.082485917023811"	1.72069504155897	"DROSHA"	"chr8"	22156180.25	8
"DEFB113"	"-0.0824661613914194"	1.7200386409957	"DROSHA"	"chr6"	49969389.75	6
"CPS1"	"-0.0824586414462361"	1.71978881651838	"DROSHA"	"chr2"	210620901	2
"DIRAS3"	"-0.0824528449145582"	1.7195962590552	"DROSHA"	"chr1"	68047099	1
"NFAT5"	"0.0824134362670826"	1.7182874146171	"DROSHA"	"chr16"	69658516.5	16
"DNMT1"	"0.082994191479167"	1.71703738090767	"DROSHA"	"chr19"	10156699.5	19
"ZBTB47"	"0.0823254960145935"	1.71536854504129	"DROSHA"	"chr3"	42658710	3
"LACTB"	"-0.0823094578038148"	1.71483648243671	"DROSHA"	"chr15"	63122068.25	15
"CDH10"	"0.0822896733954209"	1.71418025555368	"DROSHA"	"chr5"	24536995.5	5
"SLC30A1"	"-0.0822643229558443"	1.71333959467672	"DROSHA"	"chr1"	211578328.25	1
"INTS13"	"0.0822626585067263"	1.71328440617135	"DROSHA"	"chr12"	26930263	12
"ZNF704"	"-0.0822495869852635"	1.71285102201728	"DROSHA"	"chr8"	80723734.25	8
"CGB7"	"-0.0822116352732659"	1.71159305243043	"DROSHA"	"chr19"	49054890.2857143	19
"MMP1"	"0.0821850625262294"	1.71071253397137	"DROSHA"	"chr11"	102797308.25	11
"CBLL2"	"0.083143296770511"	1.7098894882347	"DROSHA"	"chrX"	22273272.5	24
"STX1B"	"-0.0821525560575525"	1.70963570543111	"DROSHA"	"chr16"	31000337.5	16
"SOX2"	"-0.0821500203220859"	1.70955171952597	"DROSHA"	"chr3"	181712611.25	3
"MKRN1"	"-0.0827288051013209"	1.70830467928998	"DROSHA"	"chr7"	140469593.75	7
"AFMID"	"0.0821082936207266"	1.70816999123747	"DROSHA"	"chr17"	78197359	17
"NEIL2"	"0.0820595454466915"	1.70655646872629	"DROSHA"	"chr8"	11771534.6666667	8
"SPTBN5"	"-0.0820554996403663"	1.70642259056353	"DROSHA"	"chr15"	41879235.25	15
"CD9"	"-0.082047772190533"	1.7061668993143	"DROSHA"	"chr12"	6231246.5	12
"PDIA6"	"0.0820316175274985"	1.70563242493631	"DROSHA"	"chr2"	10795129.5	2
"EPB41"	"-0.0820299735778321"	1.7055780398619	"DROSHA"	"chr1"	29012422.5	1
"IKZF1"	"0.0820245577517917"	1.70539887991207	"DROSHA"	"chr7"	50352147.5	7
"CCDC66"	"-0.0820233861247878"	1.70536012278146	"DROSHA"	"chr3"	56585304	3
"CACNG2"	"0.0820040291605468"	1.70471986345171	"DROSHA"	"chr22"	36673731.5	22
"MFAP3L"	"0.0819973400846535"	1.70449864084854	"DROSHA"	"chr4"	169992148.5	4
"PPAN"	"-0.0819900681566584"	1.70425815844436	"DROSHA"	"chr19"	10107844.25	19
"STRADA"	"-0.0819517659760013"	1.70299178886717	"DROSHA"	"chr17"	63715290.25	17
"SMG7"	"0.0819140052571328"	1.7017437857224	"DROSHA"	"chr1"	183533868.5	1
"BCL2L12"	"0.0818955304806273"	1.70113335672536	"DROSHA"	"chr19"	49667034.75	19
"NOL7"	"0.0818421264588997"	1.69936944359151	"DROSHA"	"chr6"	13615589	6
"MRC1"	"-0.0818383809906786"	1.69924576689402	"DROSHA"	"chr10"	17850771.25	10
"SELL"	"-0.081825713134649"	1.69882750336987	"DROSHA"	"chr1"	169708826	1
"KRT35"	"-0.0817689484962552"	1.69695390227146	"DROSHA"	"chr17"	41480894	17
"RPL6"	"0.0817567911051746"	1.69655276494922	"DROSHA"	"chr12"	112408445	12
"BCL7A"	"-0.0817561527983422"	1.69653170511439	"DROSHA"	"chr12"	122028778.75	12
"MED27"	"0.0823353129838497"	1.69539789023635	"DROSHA"	"chr9"	132079722.25	9
"ANKRD24"	"-0.081713105143463"	1.69511172573897	"DROSHA"	"chr19"	4203794.5	19
"C3orf67"	"-0.0817059878326514"	1.69487701025542	"DROSHA"	"chr3"	58873984	3
"POLI"	"0.081675640651875"	1.69387640118068	"DROSHA"	"chr18"	54274506.5	18
"KRT40"	"-0.0816502844758833"	1.69304058401332	"DROSHA"	"chr17"	40983610.5	17
"OR5H15"	"-0.0816437534571873"	1.69282533529306	"DROSHA"	"chr3"	98168945.1666667	3
"SFXN3"	"0.0816221933411228"	1.69211485679164	"DROSHA"	"chr10"	101035781	10
"SUCNR1"	"0.0816159317807565"	1.69190854541316	"DROSHA"	"chr3"	151880912.75	3
"RHOQ"	"-0.0816024474329427"	1.69146429431648	"DROSHA"	"chr2"	46551379.5	2
"VIM"	"0.0815741963843121"	1.69053373458707	"DROSHA"	"chr10"	17231029.25	10
"LIN37"	"0.0815712859454943"	1.69043788245371	"DROSHA"	"chr19"	35751721	19
"SYDE2"	"-0.0815597357389593"	1.6900575159572	"DROSHA"	"chr1"	85198118.25	1
"FAM57B"	"0.0815085252958104"	1.68837159452002	"DROSHA"	"chr16"	30029278.6666667	16
"SLAMF6"	"-0.0815052808692705"	1.68826481186775	"DROSHA"	"chr1"	160499234.25	1
"AP5M1"	"-0.081494475518121"	1.68790920372228	"DROSHA"	"chr14"	57274624	14
"MRPS11"	"-0.0814303341742701"	1.68579906447064	"DROSHA"	"chr15"	88469653.5	15
"MRPL3"	"-0.0814141672213285"	1.68526740935354	"DROSHA"	"chr3"	131501851.75	3
"MOS"	"-0.0813976836382216"	1.684725428665	"DROSHA"	"chr8"	56113756	8
"HPS4"	"0.0813940734856057"	1.68460673845628	"DROSHA"	"chr22"	26468532.75	22
"AKAP11"	"0.0813771735460654"	1.68405117875842	"DROSHA"	"chr13"	42299729.5	13
"CDKN1B"	"-0.0813733798346157"	1.68392647896547	"DROSHA"	"chr12"	12717981	12
"METTL17"	"-0.0813290058033865"	1.68246824384252	"DROSHA"	"chr14"	20990699.5	14
"CHM"	"0.0822766541445369"	1.68163867427136	"DROSHA"	"chrX"	86047502.25	24
"BACE2"	"-0.0813012672589542"	1.68155701292708	"DROSHA"	"chr21"	41200230.5	21
"TAS2R31"	"-0.0812955168796995"	1.68136813996799	"DROSHA"	"chr12"	11031113.4	12
"IRF1"	"-0.0819049867291043"	1.68133936412781	"DROSHA"	"chr5"	132488846.75	5
"PROK1"	"-0.0812896004165002"	1.68117382307465	"DROSHA"	"chr1"	110451246.75	1
"BRINP3"	"-0.081279239567663"	1.68083356457722	"DROSHA"	"chr1"	190308942.25	1
"BMP8B"	"-0.0812600777730342"	1.68020436735967	"DROSHA"	"chr1"	39788265.25	1
"TEX15"	"0.0812008894332168"	1.67826160598348	"DROSHA"	"chr8"	30847070.5	8
"LRRTM1"	"-0.0811790305718841"	1.67754441022622	"DROSHA"	"chr2"	80303358.25	2
"VPS52"	"0.0811752024025183"	1.67741882271942	"DROSHA"	"chr6"	33268325.5	6
"NEDD8"	"-0.0811738252257638"	1.67737364400625	"DROSHA"	"chr14"	24218233.25	14
